video_id,comment_text,predicted_label,confidence,prob_positive,prob_neutral,prob_negative,like_count,reply_count,overall_sentiment_score,positive_percent,neutral_percent,negative_percent,analyzed_at
D2A_46EIfLA,"36:10 SIMON DRANK GATORADE CAUGHT IN 4K",positive,0.5464,0.5464,0.0025,0.4510,6,233,69,69,0,31,2026-04-14T21:58:04.085Z
D2A_46EIfLA,"36:10 Simon washing down the flavor of prime with gatorade is funny as hell",positive,0.6321,0.6321,0.0027,0.3652,558,233,69,69,0,31,2026-04-14T21:58:04.085Z
D2A_46EIfLA,"25:28 Chip saying “second time lucky” to Ethan is crazy 😂",positive,0.6227,0.6227,0.0152,0.3621,450,233,69,69,0,31,2026-04-14T21:58:04.085Z
D2A_46EIfLA,"Vik is just innately a good and humble guy, no matter what villian arc, he will qlways be a good guy. Its soo wholesome 🎉",positive,0.9825,0.9825,0.0011,0.0163,1092,233,69,69,0,31,2026-04-14T21:58:04.085Z
D2A_46EIfLA,"No one talking about how ungrateful the golden ticket winner is",negative,0.5982,0.3884,0.0133,0.5982,3,233,69,69,0,31,2026-04-14T21:58:04.085Z
D2A_46EIfLA,"12:53 Nah! Danny moving mad in the back 😂",negative,0.7314,0.2549,0.0137,0.7314,27,233,69,69,0,31,2026-04-14T21:58:04.085Z
D2A_46EIfLA,"Lmao. Simon chasing his prime with Gatorade has to be the saddest prime marketing I’ve ever seen😂",negative,0.9805,0.0188,0.0007,0.9805,611,233,69,69,0,31,2026-04-14T21:58:04.085Z
D2A_46EIfLA,"vik is such a kind soul man, bro deserves the best and he's always helping people out what a great guy",positive,0.9746,0.9746,0.0013,0.0242,379,233,69,69,0,31,2026-04-14T21:58:04.085Z
D2A_46EIfLA,"Watching rich people pretending to be happy over a 500 pounds item is entertaining.",negative,0.7251,0.2582,0.0168,0.7251,1,233,69,69,0,31,2026-04-14T21:58:04.085Z
D2A_46EIfLA,"6:27 THAT EDIT GOT ME LAUGHING MORE THAN I SHOULD HAVE😂",negative,0.6688,0.3277,0.0035,0.6688,661,233,69,69,0,31,2026-04-14T21:58:04.085Z
D2A_46EIfLA,"Harry sharing the money was wholesome af",positive,0.8827,0.8827,0.0044,0.1129,379,233,69,69,0,31,2026-04-14T21:58:04.085Z
D2A_46EIfLA,"20:34 everyone dying from embarrassment while Danny’s just casually zooming around.",negative,0.6794,0.3176,0.0030,0.6794,56,233,69,69,0,31,2026-04-14T21:58:04.085Z
D2A_46EIfLA,"21:44 THIS IS ACTUALLY A REFERENCE OF SPLIT AND STEAL 2 😂",negative,0.5148,0.4759,0.0093,0.5148,15,233,69,69,0,31,2026-04-14T21:58:04.085Z
D2A_46EIfLA,"Actually felt so sorry for Harry until the Granny revealed the money!",negative,0.6237,0.3714,0.0049,0.6237,206,233,69,69,0,31,2026-04-14T21:58:04.085Z
D2A_46EIfLA,"Harry giving everyone the money after all the hard work he went through was wholesome",positive,0.9342,0.9342,0.0016,0.0643,333,233,69,69,0,31,2026-04-14T21:58:04.085Z
D2A_46EIfLA,"Vik is slowly becoming my favourite sidemen",positive,0.9380,0.9380,0.0030,0.0590,246,233,69,69,0,31,2026-04-14T21:58:04.085Z
D2A_46EIfLA,"5:00 ofc when im literally eating😭😭😭",positive,0.5174,0.5174,0.0165,0.4661,3,233,69,69,0,31,2026-04-14T21:58:04.085Z
D2A_46EIfLA,"34:52 bro if someone as nice as Tobi yelled at me I’d cry 😂😂",negative,0.6129,0.3843,0.0028,0.6129,68,233,69,69,0,31,2026-04-14T21:58:04.085Z
D2A_46EIfLA,"15:27 broski said Alfred open to the iron man mask😭💀",negative,0.5387,0.4499,0.0114,0.5387,20,233,69,69,0,31,2026-04-14T21:58:04.085Z
D2A_46EIfLA,"Simon constantly confusing JJ by not choosing him made my day. Also, I love 36:09 cuz that felt like real frustration at Simon nearly always besting everyone. 😆",positive,0.9276,0.9276,0.0012,0.0712,598,233,69,69,0,31,2026-04-14T21:58:04.085Z
D2A_46EIfLA,"lmao sidemen monday wtf",negative,0.8262,0.1701,0.0037,0.8262,10,233,69,69,0,31,2026-04-14T21:58:04.085Z
D2A_46EIfLA,"38:42 the way granny just stood there is hilarious haha",positive,0.5218,0.5218,0.0026,0.4756,21,233,69,69,0,31,2026-04-14T21:58:04.085Z
D2A_46EIfLA,"12:47 deji and chip in the background😂😂",positive,0.5225,0.5225,0.0243,0.4532,17,233,69,69,0,31,2026-04-14T21:58:04.085Z
D2A_46EIfLA,"Harry saying its mine is an imprint on my mind 11:10",positive,0.8911,0.8911,0.0016,0.1073,119,233,69,69,0,31,2026-04-14T21:58:04.085Z
D2A_46EIfLA,"Alfred Open 🤣 poor Jarvis.",negative,0.6654,0.3289,0.0057,0.6654,2,233,69,69,0,31,2026-04-14T21:58:04.085Z
D2A_46EIfLA,"Vik is so genuinely nice, it's absolutely insane.",positive,0.9560,0.9560,0.0016,0.0424,132,233,69,69,0,31,2026-04-14T21:58:04.085Z
D2A_46EIfLA,"Nah vik is actually nice, he wanted ethan to win and Ethan took the most expensive thing in his box and still offered the winner to take from his box❤️👌",positive,0.9184,0.9184,0.0014,0.0802,109,233,69,69,0,31,2026-04-14T21:58:04.085Z
D2A_46EIfLA,"anyone waiting for the new vid",positive,0.4452,0.4452,0.1338,0.4210,30,233,69,69,0,31,2026-04-14T21:58:04.085Z
D2A_46EIfLA,"47:24 Freezy killed me 😂😂😂",positive,0.6676,0.6676,0.0080,0.3243,13,233,69,69,0,31,2026-04-14T21:58:04.085Z
D2A_46EIfLA,"Vikk and Harry are the most Humble Sidemen!!❤",positive,0.9586,0.9586,0.0011,0.0402,301,233,69,69,0,31,2026-04-14T21:58:04.085Z
D2A_46EIfLA,"harry, vik, tobi, jj, and simon playing simon says with chip is so funny!",positive,0.9423,0.9423,0.0012,0.0565,166,233,69,69,0,31,2026-04-14T21:58:04.085Z
D2A_46EIfLA,"Where is today's sidemen Sunday",negative,0.6625,0.3287,0.0088,0.6625,18,233,69,69,0,31,2026-04-14T21:58:04.085Z
D2A_46EIfLA,"53:30 I just randomly skipped to this part without watching the video first wtf💀💀💀💀",negative,0.7921,0.2057,0.0022,0.7921,17,233,69,69,0,31,2026-04-14T21:58:04.085Z
D2A_46EIfLA,"Danny's gift for Olive is definitely a well thought out Mother Aarons job😁😁",positive,0.9743,0.9743,0.0011,0.0246,136,233,69,69,0,31,2026-04-14T21:58:04.085Z
D2A_46EIfLA,"Vik and Behz are actually so wholesome during that steal bit, I’m glad he got a bike",positive,0.9687,0.9687,0.0011,0.0302,186,233,69,69,0,31,2026-04-14T21:58:04.085Z
D2A_46EIfLA,"Have you still got that baby doll I want it 😂❤ 46:14",positive,0.9316,0.9316,0.0017,0.0667,4,233,69,69,0,31,2026-04-14T21:58:04.085Z
D2A_46EIfLA,"9:00 is an iconic harry tinder line",positive,0.7477,0.7477,0.0234,0.2289,11,233,69,69,0,31,2026-04-14T21:58:04.085Z
D2A_46EIfLA,"LMAO, loved it when tobi couldn't find anything in his box for the golden ticket winner and so vikk offered tobi and the ticket winner to take from his box😭 and the wholesome moment with harry and the",positive,0.9503,0.9503,0.0012,0.0485,75,233,69,69,0,31,2026-04-14T21:58:04.085Z
D2A_46EIfLA,"vik is a legend for this so nice made tobi and ethan day by giving them stuff he won W Vikk.",positive,0.9810,0.9810,0.0011,0.0180,260,233,69,69,0,31,2026-04-14T21:58:04.085Z
D2A_46EIfLA,"Waiting for this week's sidemen sunday😢😢",positive,0.4901,0.4901,0.0470,0.4629,14,233,69,69,0,31,2026-04-14T21:58:04.085Z
D2A_46EIfLA,"The disappointment and the betrayal Harry had 😂😂",negative,0.9439,0.0551,0.0009,0.9439,55,233,69,69,0,31,2026-04-14T21:58:04.085Z
tEafRp8kZMg,"So fun to have you guys there! Thank you for joining 💪",positive,0.9798,0.9798,0.0023,0.0179,328,1,67.82,67.82,0,32.18,2026-04-15T10:43:21.506Z
tEafRp8kZMg,"Pretty honoured Jeffs called me a professional hyrox athlete, he probably also thought I was French",positive,0.5206,0.5206,0.0039,0.4754,136,1,67.82,67.82,0,32.18,2026-04-15T10:43:21.506Z
tEafRp8kZMg,"For JJ to finish 6th and end 7th just feels right 🤣",positive,0.6928,0.6928,0.0135,0.2937,98,1,67.82,67.82,0,32.18,2026-04-15T10:43:21.506Z
tEafRp8kZMg,"I saw Amotti and was like yeah everyone’s finished",negative,0.6147,0.3599,0.0255,0.6147,137,1,67.82,67.82,0,32.18,2026-04-15T10:43:21.506Z
tEafRp8kZMg,"great vid - big up JJ for actually participating in Theo Baker vid",positive,0.9854,0.9854,0.0014,0.0132,168,1,67.82,67.82,0,32.18,2026-04-15T10:43:21.506Z
tEafRp8kZMg,"B the Belgians just out there for the vibes 😂😂😂 love it",positive,0.6566,0.6566,0.0782,0.2652,67,1,67.82,67.82,0,32.18,2026-04-15T10:43:21.506Z
tEafRp8kZMg,"Average Rob & Arno made our country Belgium proud 💪",positive,0.9508,0.9508,0.0012,0.0480,35,1,67.82,67.82,0,32.18,2026-04-15T10:43:21.506Z
tEafRp8kZMg,"I'm seeing some Physical Asia participants (Kim Dong-hyun, Amotti, Dom Tomato and Eloni Vunakece).",positive,0.6360,0.6360,0.0096,0.3544,29,1,67.82,67.82,0,32.18,2026-04-15T10:43:21.506Z
tEafRp8kZMg,"Wait wait wait... amotti? Lol yeah 10 secs in, you guys are done. The guy is a fitness freak",negative,0.9715,0.0277,0.0008,0.9715,11,1,67.82,67.82,0,32.18,2026-04-15T10:43:21.506Z
tEafRp8kZMg,"20 YouTubers Vs worlds biggest adult fitness class",positive,0.5207,0.5207,0.0231,0.4562,28,1,67.82,67.82,0,32.18,2026-04-15T10:43:21.506Z
tEafRp8kZMg,"Tomtom just did it himself",positive,0.6826,0.6826,0.0510,0.2664,11,1,67.82,67.82,0,32.18,2026-04-15T10:43:21.506Z
tEafRp8kZMg,"I’m so impressed with JJ this year . Literally content content , insane vids, hyrox , killing it and this weekend the charity match . For me the hardest working you tuber so far this year !!! ❤😊",positive,0.9867,0.9867,0.0013,0.0120,4,1,67.82,67.82,0,32.18,2026-04-15T10:43:21.506Z
tEafRp8kZMg,"The livestream was such a good watch and seeing all the behind the scenes. You guys smashed it. Knew as soon as Amotti and Stungun were competing them and Tonton would be tough to beat",positive,0.9867,0.9867,0.0012,0.0120,9,1,67.82,67.82,0,32.18,2026-04-15T10:43:21.506Z
tEafRp8kZMg,"South Korea is insane good luck",positive,0.5452,0.5452,0.0413,0.4135,3,1,67.82,67.82,0,32.18,2026-04-15T10:43:21.506Z
tEafRp8kZMg,"The UK youtube scene should adopt Jeff Wittek",positive,0.5374,0.5374,0.0695,0.3931,19,1,67.82,67.82,0,32.18,2026-04-15T10:43:21.506Z
tEafRp8kZMg,"“I’m ready to disappoint everyone” - Belgium",negative,0.5740,0.4106,0.0154,0.5740,2,1,67.82,67.82,0,32.18,2026-04-15T10:43:21.506Z
tEafRp8kZMg,"Look at all these hybrid rockstars.",positive,0.4541,0.4541,0.1698,0.3761,3,1,67.82,67.82,0,32.18,2026-04-15T10:43:21.506Z
tEafRp8kZMg,"No Romeo, No Juliet is an absolute banger 🔥",positive,0.9674,0.9674,0.0035,0.0291,3,1,67.82,67.82,0,32.18,2026-04-15T10:43:21.506Z
tEafRp8kZMg,"Great video, Good fitness and amazing missing the lap 😂",positive,0.9834,0.9834,0.0016,0.0150,2,1,67.82,67.82,0,32.18,2026-04-15T10:43:21.506Z
tEafRp8kZMg,"look theo is helping out small KSI, love it",positive,0.9197,0.9197,0.0022,0.0782,1,1,67.82,67.82,0,32.18,2026-04-15T10:43:21.506Z
tEafRp8kZMg,"jeff is too funny man lmao",positive,0.4934,0.4934,0.1675,0.3392,2,1,67.82,67.82,0,32.18,2026-04-15T10:43:21.506Z
tEafRp8kZMg,"amotti!!!",positive,0.4036,0.4036,0.2294,0.3670,1,1,67.82,67.82,0,32.18,2026-04-15T10:43:21.506Z
tEafRp8kZMg,"what an amazing video so inspiring as always",positive,0.9587,0.9587,0.0083,0.0330,1,1,67.82,67.82,0,32.18,2026-04-15T10:43:21.506Z
tEafRp8kZMg,"Never thought 6-7 could be a real thing 😂",positive,0.5939,0.5939,0.0306,0.3755,1,1,67.82,67.82,0,32.18,2026-04-15T10:43:21.506Z
tEafRp8kZMg,"im glad i was also confused when reev was team france as well haha",positive,0.6115,0.6115,0.0322,0.3563,1,1,67.82,67.82,0,32.18,2026-04-15T10:43:21.506Z
tEafRp8kZMg,"Here we go again",negative,0.4439,0.3550,0.2011,0.4439,0,1,67.82,67.82,0,32.18,2026-04-15T10:43:21.506Z
tEafRp8kZMg,"Done yourself proud lads 💪🏻 , big up browney for putting the event on too!",positive,0.9836,0.9836,0.0014,0.0149,0,1,67.82,67.82,0,32.18,2026-04-15T10:43:21.506Z
tEafRp8kZMg,"LET’S FRIGGING GOOOOOOOOOOOOOOO!!!! 💪🏼💪🏼💪🏼💪🏼",positive,0.8747,0.8747,0.0192,0.1061,0,1,67.82,67.82,0,32.18,2026-04-15T10:43:21.506Z
tEafRp8kZMg,"YOU HAVE TO RUN IT BACK AND COME 1st 🔥",positive,0.9066,0.9066,0.0029,0.0905,2,1,67.82,67.82,0,32.18,2026-04-15T10:43:21.506Z
tEafRp8kZMg,"13:32 😂",positive,0.4062,0.4062,0.2153,0.3784,0,1,67.82,67.82,0,32.18,2026-04-15T10:43:21.506Z
tEafRp8kZMg,"it’s diabolical to call this the hardest fitness competition 😂",negative,0.8778,0.1201,0.0020,0.8778,0,1,67.82,67.82,0,32.18,2026-04-15T10:43:21.506Z
tEafRp8kZMg,"Theo is in amazing shape! Good on him, plus giving positive feedback to JJ the whole time. Very impressive!",positive,0.9846,0.9846,0.0012,0.0142,0,1,67.82,67.82,0,32.18,2026-04-15T10:43:21.506Z
tEafRp8kZMg,"Love it",positive,0.3697,0.3697,0.2786,0.3516,0,1,67.82,67.82,0,32.18,2026-04-15T10:43:21.506Z
tEafRp8kZMg,"Under 2 years gang",positive,0.4248,0.4248,0.1674,0.4078,0,1,67.82,67.82,0,32.18,2026-04-15T10:43:21.506Z
tEafRp8kZMg,"11:19 Lmaoo",negative,0.4345,0.3912,0.1742,0.4345,0,1,67.82,67.82,0,32.18,2026-04-15T10:43:21.506Z
tEafRp8kZMg,"Theo 'The Draco Malfoy' Baker, legend.",positive,0.6412,0.6412,0.0407,0.3180,0,1,67.82,67.82,0,32.18,2026-04-15T10:43:21.506Z
tEafRp8kZMg,"physical 100 yess",positive,0.3984,0.3984,0.2426,0.3589,1,1,67.82,67.82,0,32.18,2026-04-15T10:43:21.506Z
tEafRp8kZMg,"I haven't seen Jeff in yrs damn 😭 W vid by Theo as usual keep it up man",positive,0.9804,0.9804,0.0011,0.0185,0,1,67.82,67.82,0,32.18,2026-04-15T10:43:21.506Z
tEafRp8kZMg,"watching this as i eat a pizza",positive,0.5715,0.5715,0.0180,0.4105,0,1,67.82,67.82,0,32.18,2026-04-15T10:43:21.506Z
tEafRp8kZMg,"the robbie trainer",positive,0.3985,0.3985,0.2218,0.3797,0,1,67.82,67.82,0,32.18,2026-04-15T10:43:21.506Z
tEafRp8kZMg,"Here under 10 mins!",positive,0.3921,0.3921,0.2500,0.3580,0,1,67.82,67.82,0,32.18,2026-04-15T10:43:21.506Z
tEafRp8kZMg,"Steve still shadowing KSI even while bro was running around",positive,0.5693,0.5693,0.0072,0.4235,0,1,67.82,67.82,0,32.18,2026-04-15T10:43:21.506Z
tEafRp8kZMg,"it’s just not the worlds hardest fitness competition 😭😭😭",negative,0.7255,0.2705,0.0040,0.7255,0,1,67.82,67.82,0,32.18,2026-04-15T10:43:21.506Z
tEafRp8kZMg,"Nice movie",positive,0.3907,0.3907,0.2519,0.3574,1,1,67.82,67.82,0,32.18,2026-04-15T10:43:21.506Z
